lang,tokenization,vocab_size,eval_data,metric_type,mean_value,seed
EN,bpe,8192,en,bpb,1.790020426947581,77
DE,bpe,8192,de,bpb,1.5815940229823555,77
DE,bpe,8192,de-p,bpb,1.6252958168418277,77
DE,bpe,8192,DE_lowest,bpb,1.5219824644390731,77
DE,bpe,8192,DE_highest,bpb,1.6587794977235375,77
EN,bpe,32768,en,bpb,1.7624599475086178,77
DE,bpe,32768,de,bpb,1.5819673553442548,77
DE,bpe,32768,de-p,bpb,1.5991278695028373,77
DE,bpe,32768,DE_lowest,bpb,1.521685113869362,77
DE,bpe,32768,DE_highest,bpb,1.6621628267413926,77
EN,bpe,49152,en,bpb,1.7507182690952348,77
DE,bpe,49152,de,bpb,1.583008345597748,77
DE,bpe,49152,de-p,bpb,1.59491086824952,77
DE,bpe,49152,DE_lowest,bpb,1.520920343803356,77
DE,bpe,49152,DE_highest,bpb,1.6560685817391387,77
EN,bpe,65536,en,bpb,1.7318667409548454,77
DE,bpe,65536,de,bpb,1.5814854035911827,77
DE,bpe,65536,de-p,bpb,1.6010566685066416,77
DE,bpe,65536,DE_lowest,bpb,1.5177916204920296,77
DE,bpe,65536,DE_highest,bpb,1.6594820118827176,77
EN,bpe,81920,en,bpb,1.7318354893979193,77
DE,bpe,81920,de,bpb,1.563571996139341,77
DE,bpe,81920,de-p,bpb,1.5957601951347282,77
DE,bpe,81920,DE_lowest,bpb,1.5030459736558472,77
DE,bpe,81920,DE_highest,bpb,1.6536560194079484,77
EN,bpe,8192,en,cpb,1.790020426947581,77
DE,bpe,8192,de,cpb,1.6106113440343057,77
DE,bpe,8192,de-p,cpb,1.6634710096379917,77
DE,bpe,8192,DE_lowest,cpb,1.5542803079887855,77
DE,bpe,8192,DE_highest,cpb,1.697478302385081,77
EN,bpe,32768,en,cpb,1.7624599475086178,77
DE,bpe,32768,de,cpb,1.6110962727261489,77
DE,bpe,32768,de-p,cpb,1.6365977989493032,77
DE,bpe,32768,DE_lowest,cpb,1.5553027228179845,77
DE,bpe,32768,DE_highest,cpb,1.6997520447313612,77
EN,bpe,49152,en,cpb,1.7507182690952348,77
DE,bpe,49152,de,cpb,1.6121552936199766,77
DE,bpe,49152,de-p,cpb,1.6324519282132526,77
DE,bpe,49152,DE_lowest,cpb,1.5532750651818577,77
DE,bpe,49152,DE_highest,cpb,1.6950467035401329,77
EN,bpe,65536,en,cpb,1.7318667409548454,77
DE,bpe,65536,de,cpb,1.6105663856788306,77
